,,,,,,,,,,,,Collateral Details,Plate Number,Financier
,,,,,,,,,,,,Suzuki Apv Gx 1.5 M/T 2011,BP1935EG,Modalku
,,,,,,,,,,,,Honda Civic 1.8 L At 2010,B2631UBL,Akseleran
,,,,,,,,,,,,Toyota Calya 1.2 G 2022,Z1490AV,Akseleran
,,,,,,,,,,,,Toyota Agya 1.0 G Mt 2014,D1618UW,Akseleran
,,,,,,,,,,,,Toyota Agya 1.0 G Mt Trd 2014,B1534FOV,Modalku
,,,,,,,,,,,,Toyota Innova G M/T Bensin 2012,D1859UF,Modalku
,,,,,,,,,,,,Honda Hr-V 1.5 E Cvt 2015,D1455VB,Akseleran
,,,,,,,,,,,,Mazda Cx 5 Touring R19 2013,B8800AM,Modalku
,,,,,,,,,,,,Nissan Grand Livina Xv 1.5 A/T 2013,B1323PZX,Modalku
,,,,,,,,,,,,Daihatsu Ayla 1.2 R 2018,A1782FW,Modalku
,,,,,,,,,,,,Suzuki Ertiga Gx M/T 2018,B1303WYU,Modalku
,,,,,,,,,,,,Honda Brio Satya 1.2 E Cvt 2018,B2361KKJ,Akseleran
,,,,,,,,,,,,Honda Mobilio Rs Cvt 2017,B1231TMR,Modalku
,,,,,,,,,,,,Toyota Innova G M/T Bensin 2022,B1971DKM,Modalku
,,,,,,,,,,,,Daihatsu Ayla 1.2 R At 2017,AB1164CF,Modalku
,,,,,,,,,,,,Nissan X-Trail 2.5 At 2009,AB1431XQ,Modalku
,,,,,,,,,,,,Nissan Juke Cvt Rx At 2013,L1866FI,Akseleran
,,,,,,,,,,,,Toyota Vios E A/T 2013,B1017EBF,Modalku
,,,,,,,,,,,,Honda Freed S A/T 2013,B1577EYA,Akseleran
,,,,,,,,,,,,Toyota Innova G A/T Bensin 2016,B1907FFA,Modalku
,,,,,,,,,,,,Honda Penumpang City 1.5 Idsi At 2006,K1894LB,Modalku
,,,,,,,,,,,,Toyota Calya 1.2 G 2018,BP1523MJ,Modalku
,,,,,,,,,,,,Peugeot 207 Sport At 2011,B1692WBH,Modalku
,,,,,,,,,,,,Chevrolet Captiva Diesel At 2011,B1395TZM,Modalku
,,,,,,,,,,,,Toyota Etios Valco E 1.2 Mt 2014,F1735I,Modalku
,,,,,,,,,,,,"Daihatsu Gran Max 1,3 D 2011",D1054OK,Modalku
,,,,,,,,,,,,Suzuki Swift 1.5 St 2007,W1038XB,Modalku
,,,,,,,,,,,,Daihatsu Ayla D Mt 2019,F1405AAB,Akseleran
,,,,,,,,,,,,Daihatsu Gran Max Mb 1.3 D Fh 2019,B2623UKZ,Modalku
,,,,,,,,,,,,Honda Brio Satya 1.2 E Cvt 2019,A1676RH,Modalku
,,,,,,,,,,,,Chevrolet Spin Ltz 1.5 A/T 2013,B1696EVI,Modalku
,,,,,,,,,,,,Toyota Avanza G Vvt-I 2008,B1458TFB,Modalku
,,,,,,,,,,,,Suzuki Apv Gl Arena 1.5 M/T 2014,H9252JZ,Modalku
,,,,,,,,,,,,Toyota Innova G M/T Bensin 2011,BG1865BR,Modalku
,,,,,,,,,,,,Honda Mobilio E-Cvt 2015,BG1074UC,Modalku
,,,,,,,,,,,,Toyota Grand New Avanza E Mt 2020,BE1151GI,Modalku
,,,,,,,,,,,,Chevrolet Trax 1.4 Ls At 2015,F1215MW,Modalku
,,,,,,,,,,,,Kia Rio Pride 1.4 (5 Doors) Mt Rio Pride 1.4 (5 Doors) Mt 2007,AD9179PN,Modalku
,,,,,,,,,,,,"Honda Crv Re1 2Wd 2,4 At 2010",B1151VLR,Modalku
,,,,,,,,,,,,Daihatsu Ayla 1.2 R At 2021,B2881TRS,Akseleran
,,,,,,,,,,,,Mitsubishi Pajero Sport Exc 2.5 2011,B2389FBB,Modalku
,,,,,,,,,,,,Honda Freed E 1.5 A/T 2013,B1325FKO,BSS
,,,,,,,,,,,,Daihatsu Terios R Mt 2017,B2749TOL,Modalku
,,,,,,,,,,,,Toyota New Yaris 1.5 G A/T 2014,B1106UYB,Akseleran
,,,,,,,,,,,,Daihatsu Great New Xenia X Mt Std 2017,L1672IT,Modalku
,,,,,,,,,,,,Honda Freed E 1.5 A/T 2014,A1861XLA,Modalku
,,,,,,,,,,,,Honda Brio Satya 1.2 E Cvt 2017,B2183PFA,Modalku
,,,,,,,,,,,,Mitsubishi Outlander Px A/T 2013,B1575PJG,Modalku
,,,,,,,,,,,,Toyota New Avanza G 1.3 Mt 2015,W1308AO,Akseleran
,,,,,,,,,,,,Daihatsu All New Xenia 1.3 X Cvt 2022,B2723UIM,Modalku
,,,,,,,,,,,,Daihatsu Ayla 1.2 R At 2022,A1761BV,Modalku
,,,,,,,,,,,,Honda Brio Satya 1.2 E Cvt 2014,H1393MY,Modalku
,,,,,,,,,,,,Honda Hrv 1.5 Se Cvt Se 2023,AB1364FM,Modalku
,,,,,,,,,,,,Mitsubishi Pajero Exceed 4*4 2009,BK1628LAA,Modalku
,,,,,,,,,,,,Nissan Grd Road G2 Nissan Grd Road G2 Nissan Grd Road G2 2004,B1606SVL,Modalku
,,,,,,,,,,,,Toyota Agya 1.0 G At Trd 2015,BG1735RM,Modalku
,,,,,,,,,,,,Honda Mobilio E M/T 2015,S1664LR,Akseleran
,,,,,,,,,,,,Nissan Grand Livina Xv 1.5 A/T 2013,L1039SF,Modalku
,,,,,,,,,,,,Mitsubishi Xpander 1.5 Glx 2019,K1160UP,Akseleran
,,,,,,,,,,,,Honda Mobilio E M/T 2015,B1347FRH,Modalku
,,,,,,,,,,,,Nissan Grand Livina 1.5 A/Tsv 2015,BG1262JA,Modalku
,,,,,,,,,,,,Toyota Grand New Avanza 1.3G Mt 2019,B2814BID,Modalku
,,,,,,,,,,,,Toyota Avanza Veloz 1.5 At 2013,BP1387FQ,Modalku
,,,,,,,,,,,,Toyota Agya 1.0 G At 2016,BG1820UI,Akseleran
,,,,,,,,,,,,Suzuki Sx4 A/T 2008,F1387FG,Modalku
,,,,,,,,,,,,Toyota Calya 1.2 E 2020,D1658AIU,Modalku
,,,,,,,,,,,,Honda Brio E A/T 2015,L1097ADM,Modalku
,,,,,,,,,,,,Daihatsu Gran Max Bldvn 1.3 Ac 2019,B9339NCH,Modalku
,,,,,,,,,,,,Toyota New Avanza G 1.3 Mt 2013,A1765TS,Modalku
,,,,,,,,,,,,Isuzu Minibus Panther Ls 2.5 At 2001,B1350PVA,Modalku
,,,,,,,,,,,,Honda Civic Rs Cvt 2023,B1371BAJ,Modalku
,,,,,,,,,,,,Honda Brio S M/T 2017,BG1457MU,Modalku
,,,,,,,,,,,,Nissan X-Trail 2.5 St Matic 2008,B2854KMB,Modalku
,,,,,,,,,,,,Suzuki Minibus Apv Dlx Mt 2004,N1486RY,Modalku
,,,,,,,,,,,,Toyota Avanza G M/T 2011,D1471VR,Modalku
,,,,,,,,,,,,Honda Brio Satya E M/T 2014,H1302CD,Modalku
,,,,,,,,,,,,Toyota Camry V 2.4 A/T 2008,B1158US,Modalku
,,,,,,,,,,,,Honda Freed S A/T 2010,N1987WT,Modalku
,,,,,,,,,,,,Daihatsu New Terios 1.5 R 2019,BP1173YG,Modalku
,,,,,,,,,,,,Mazda Mazda 2 R A/T 2010,B1326CFI,Modalku
,,,,,,,,,,,,Daihatsu Ayla X Mt 2016,B1802FRQ,BSS
,,,,,,,,,,,,Honda New Crv 2.4 At 2014,L1613VI,Modalku
,,,,,,,,,,,,Honda Brio E A/T 2015,H121AH,Modalku
,,,,,,,,,,,,Daihatsu Gran Max Mb 1.3 D Fh 2019,B1131NZH,Modalku
,,,,,,,,,,,,Daihatsu Gran Max Mb 1.3 D Fh 2019,B2400PKG,Modalku
,,,,,,,,,,,,Toyota Camry 2.4 V At 2006 Camry 2.4 V At 2006 2006,B1114ECB,Akseleran
,,,,,,,,,,,,Toyota New Avanza G 1.3 At 2012,B1715UOK,Akseleran
,,,,,,,,,,,,Mazda 3 1.6 At 2007,AA1964EJ,Akseleran
,,,,,,,,,,,,Toyota Kijang Lsx 1.8 Mt 2001 Kijang Lsx 1.8 Mt 2001 2001,B8082LK,Akseleran
,,,,,,,,,,,,Mitsubishi Kuda Gls Diamond 2000 Kuda Gls Diamond 2000 2000,B8239Z,Akseleran
,,,,,,,,,,,,Toyota New Yaris 1.5S.L/Attrd 2015,B2529PBN,Akseleran
,,,,,,,,,,,,Daihatsu Sigra 1.0 Mt 1.0 D Mt 2023,AB1315QP,Akseleran
,,,,,,,,,,,,Toyota Avanza Veloz 1.5 At 2021,B2420SRT,Modalku
,,,,,,,,,,,,Toyota Grand New Avanza 1.5G Mt 2021,S1145XH,Modalku
,,,,,,,,,,,,Toyota New Yaris 1.5S.L/Attrd 2014,BK1962OD,Akseleran
,,,,,,,,,,,,Daihatsu Ayla 1.2 R Deluxe 2017,L1672ADK,Modalku
,,,,,,,,,,,,Honda Freed E 1.5 A/T 2010,B2515SMH,Akseleran
,,,,,,,,,,,,Honda New Civic Vti 1.8A/T 2012,L1741LY,Modalku
,,,,,,,,,,,,Toyota Innova G M/T Diesel 2021,BA1655IF,Modalku
,,,,,,,,,,,,Honda Jeep Crv Re1 2Wd 2.0 Mt 2007,B1146TLQ,Modalku
,,,,,,,,,,,,Toyota Agya 1.0 G Mt 2014,B1525NOA,Modalku
,,,,,,,,,,,,Toyota New Rush 1.5Trd Sptat 2018,L1375ACU,Modalku
,,,,,,,,,,,,Toyota Etios Valco G 1.2 Mt 2015,F1135WZ,Modalku
,,,,,,,,,,,,Toyota Avanza 1.3 G At 2013,DK1358OL,Akseleran
,,,,,,,,,,,,Suzuki Real Van Gx 1.5 M/T 2012,B2013BBR,Modalku
,,,,,,,,,,,,Daihatsu Terios Tx M/T 2010,B2955FMF,Modalku
,,,,,,,,,,,,Toyota Avanza 1.3G M/T 2018,B2823PFS,Modalku
,,,,,,,,,,,,Toyota New Rush 1.5 S Mt Trd 2021,B1392CZQ,Akseleran
,,,,,,,,,,,,Ford Fiesta 1.4 At Trend 2014,D1873SGX,Modalku
,,,,,,,,,,,,Honda Accord Vti L 2.4 A/T 2010,B8964PJ,Modalku
,,,,,,,,,,,,Toyota Hilux Dcab 4X4 Mt 2018,B9032BBE,Modalku
,,,,,,,,,,,,Nissan Grand Livina 1.5A/T Xv 2013,B2522STQ,Modalku
,,,,,,,,,,,,Honda Elysion 2.4 L 2Wd At 2010,N1407YO,Akseleran
,,,,,,,,,,,,Datsun Cross 1.2 Cvt 2018,B2547TIC,Akseleran
,,,,,,,,,,,,Daihatsu Rocky X 1.2 Mt 2021,B1344DFM,Modalku
,,,,,,,,,,,,Toyota New Avanza G 1.3 Mt 2014,D1606ACJ,Modalku
,,,,,,,,,,,,Suzuki Carry Pick Up Carry Pick Up 2018,BH8485GM,Modalku
,,,,,,,,,,,,Toyota Avanza Veloz 1.5 At 2013,B1889VFV,Modalku
,,,,,,,,,,,,Suzuki Karimun Wgn R Ags Gs 2016,H1675IP,Modalku
,,,,,,,,,,,,Nissan New Xtrail 2.5 Cvt 2015,B2620SXC,Modalku
,,,,,,,,,,,,Honda Brio Satya E M/T 2018,S1418HH,Modalku
,,,,,,,,,,,,Suzuki Splash Gl Mt 2011,BG1484RF,Modalku
,,,,,,,,,,,,Toyota Grand New Avanza G At 2018,B1660EYP,Akseleran
,,,,,,,,,,,,Honda Accord Vti L 2.4 A/T 2012,B1796SAH,Modalku
,,,,,,,,,,,,Merc Benz Cls 350 At Cls 350 At 2012,B2996SBO,Modalku
,,,,,,,,,,,,Honda Crv Re1 2Wd 2.0Atckd 2010,B471EF,Modalku
,,,,,,,,,,,,Daihatsu Xenia X Mt 2023,B1416VZC,Modalku
,,,,,,,,,,,,Kia All New Picanto At 2014,B2785SFC,Modalku
,,,,,,,,,,,,Toyota Innova V A/T Diesel 2016,S1343XC,Modalku
,,,,,,,,,,,,Honda Jazz Gd 3 1.5 Mt 2005,N1102ZT,Modalku
,,,,,,,,,,,,Toyota New Yaris 1.5S.L/Attrd 2015,L1510BN,Modalku
,,,,,,,,,,,,Daihatsu Gran Max Bldvn 1.3 Ac 2020,B9609SCI,Modalku
,,,,,,,,,,,,"Honda Crv Re1 2Wd 2,4 At 2013",B2633VBB,Modalku
,,,,,,,,,,,,Suzuki Apv X Deluxe Mt Apv X Deluxe Mt 2005,B1475FVM,Modalku
,,,,,,,,,,,,Toyota Vios E A/T 2018,B1775FAB,Modalku
,,,,,,,,,,,,Honda Mobilio E-Cvt 2017,B2029BGY,Modalku
,,,,,,,,,,,,Toyota New Avanza G 1.3 Mt 2014,B1926VMO,Modalku
,,,,,,,,,,,,Nissan March 1.2L At 2014,B1989BIM,Modalku
,,,,,,,,,,,,Toyota Innova E At 2013,B1152FKN,Modalku
,,,,,,,,,,,,Daihatsu Sigra M M/T 2023,B1255NZZ,Modalku
,,,,,,,,,,,,Mercedes Benz E300 Avantgarde At 2011,B2967UBM,Modalku
,,,,,,,,,,,,Honda Brio Satya 1.2 E Cvt 2016,B1517UIU,Modalku
,,,,,,,,,,,,Daihatsu Great New Xenia R Mt Std 2016,BG1094UF,Modalku
,,,,,,,,,,,,Honda Hr-V 1.5 E Cvt 2017,B2857BOX,Modalku
,,,,,,,,,,,,Toyota Innova G A/T Bensin 2010,B2124JUM,Modalku
,,,,,,,,,,,,Honda Hr-V 1.5 S Cvt 2016,B1937WYI,Modalku
,,,,,,,,,,,,Honda Hr-V 1.8 Prestige At 2015,B1933WYX,Modalku
,,,,,,,,,,,,Daihatsu Sigra X 1.2 Mt Daihatsu Sigra X 1.2 Mt Daihatsu Sigra X 1.2 Mt 2023,B2219FKW,Modalku
,,,,,,,,,,,,Toyota Rush S Vvti 1.5 A/T 2013,B1706KON,Modalku
,,,,,,,,,,,,Daihatsu Sigra 1.2 X Mt 2023,F1175ABA,Akseleran
,,,,,,,,,,,,Toyota Innova V A/T Diesel 2012,K1787QE,Modalku
,,,,,,,,,,,,Suzuki Carry St 150-Pick Up 2014,K1839OP,Modalku
,,,,,,,,,,,,Toyota Alphard 2.4 X At 2012,B1787NKT,Modalku
,,,,,,,,,,,,Toyota Hilux 2.5L Diesel 2012,B9155FAF,Modalku
,,,,,,,,,,,,Honda City E S Cvt At 2009,B1570EBH,Modalku
,,,,,,,,,,,,Toyota New Avanza E 1.3 Mt 2014,AA1082CV,Modalku
,,,,,,,,,,,,Daihatsu Terios R Ads Mt 2023,BG1224RA,Modalku
,,,,,,,,,,,,Isuzu Minibus Panther Lv 2.5 Mt 2003,S1828PG,Modalku
,,,,,,,,,,,,Honda Hr-V 1.5 E Cvt 2016,L1936EI,Modalku
,,,,,,,,,,,,Toyota Grand New Avanza 1.3G Mt 2020,B1664CZM,Modalku
,,,,,,,,,,,,Toyota Fortuner 2.7Gatlxtrdbnsn 2011,BP1235JI,Modalku
,,,,,,,,,,,,Nissan March 1.2L Mt 2012,AB1036DN,Modalku
,,,,,,,,,,,,Toyota Agya 1.0 G At 2015,B1531BIY,Modalku
,,,,,,,,,,,,Toyota All New Yaris G A/T 2014,B1809URX,Modalku
,,,,,,,,,,,,Daihatsu Ayla X Mt 2020,A1855EB,Modalku
,,,,,,,,,,,,Toyota Calya 1.2 G 2019,BG1396U,Modalku
,,,,,,,,,,,,Honda Brio Satya 1.2 E Cvt 2014,B1012PRG,Modalku
,,,,,,,,,,,,Mitsubishi Outlander Px A/T 2014,W1172E,Akseleran
,,,,,,,,,,,,Honda Freed S A/T 2013,L1929IB,Akseleran
,,,,,,,,,,,,Honda Brio Satya E M/T 2017,N1728IT,Akseleran
,,,,,,,,,,,,Wuling Cortez 1.5 S 2022,BM1746LLN,Modalku
,,,,,,,,,,,,Toyota Calya 1.2 G 2019,B2675SIU,Modalku
,,,,,,,,,,,,Toyota Calya 1.2 G At 2016,AB1363IM,Modalku
,,,,,,,,,,,,Daihatsu Sigra 1.0 D 2018,BG1417TF,Modalku
,,,,,,,,,,,,"Toyota Yaris 1,5 E A/T 2008",D1875RS,Modalku
,,,,,,,,,,,,Daihatsu New Xenia 1.3 R At 2013,B2711UBF,Modalku
,,,,,,,,,,,,Nissan New Xtrail 2.5 Cvt 2014,B1203BVN,Modalku
,,,,,,,,,,,,Toyota Yaris 1.5 E Mt 2013,B2517SGY,Akseleran
,,,,,,,,,,,,Daihatsu Luxio 1.5 X Mt 2019,BK1567XX,Modalku
,,,,,,,,,,,,Toyota Penumpang Avanza G Mt 2006,A1362DS,Modalku
,,,,,,,,,,,,Toyota Calya 1.2 E 2016,F1019PC,Modalku
,,,,,,,,,,,,Toyota Calya 1.2 G At 2019,BP1254HC,Modalku
,,,,,,,,,,,,Toyota Altis V At 2016,B2313SXW,Modalku
,,,,,,,,,,,,Daihatsu Sigra 1.2 X At 2018,R8928DS,Modalku
,,,,,,,,,,,,Honda Brio Satya 1.2 E Cvt 2017,B1665ERD,Modalku
,,,,,,,,,,,,Suzuki Sx4 X Road 1.5 M/T 2008,B2311RK,Modalku
,,,,,,,,,,,,Mazda Biante 2.0 At 2017,B2942KKF,Modalku
,,,,,,,,,,,,Nissan Evalia 1.5 4X2 Mt 2013,DD1228VH,Modalku
,,,,,,,,,,,,Nissan Grand Livina 1.5A/T Xv 2011,B1315UOG,Akseleran
,,,,,,,,,,,,Suzuki Apv Gl Std 1.5 M/T 2010,F1090GZ,Akseleran
,,,,,,,,,,,,Daihatsu Gran Max 1.3 D Ff 2014,B1741BIS,Akseleran
,,,,,,,,,,,,Toyota Calya 1.2 G Mt 2023,F1548ZC,Modalku
,,,,,,,,,,,,Kia All New Picanto At 2012,D1643SY,Modalku
,,,,,,,,,,,,Honda Hr-V 1.5 E Cvt 2015,DK1880MG,Akseleran
,,,,,,,,,,,,Honda Jazz Rs At 2016,L1828ABK,Modalku
,,,,,,,,,,,,"Honda Crv Re1 2Wd 2,4 At 2010",D1847XHK,Akseleran
,,,,,,,,,,,,"Honda Crv Re1 2Wd 2,4 At 2008",AB1257NI,Modalku
,,,,,,,,,,,,Toyota Raize 1.0 Gr Ts Cvt 2022,AD1557YK,Modalku
,,,,,,,,,,,,Nissan Serena Highway2.0A/T 2011,L805QU,Modalku
,,,,,,,,,,,,Honda Civic Hb1.5 E Cvttrb 2017,AB1168EL,Modalku
,,,,,,,,,,,,Honda All New Crv Prestge At 2018,AD1168VR,Modalku
,,,,,,,,,,,,Honda City E S Cvt At 2013,B1074SAJ,Modalku
,,,,,,,,,,,,Toyota New Avanza E 1.3 Mt 2013,B1901PZU,Modalku
,,,,,,,,,,,,Mazda Biante 2 2012,B1550NYD,Modalku
,,,,,,,,,,,,Wuling Confero S 1.5 C 2019,B2252BIQ,Modalku
,,,,,,,,,,,,Mazda Biante 2.0 At 2017,B2390VVF,Modalku
,,,,,,,,,,,,Honda Jazz Rs At 2017,S1746FO,Akseleran
,,,,,,,,,,,,Toyota New Avanza G 1.3 Mt 2014,BK1568OD,Modalku
,,,,,,,,,,,,Suzuki Ertiga Gl At Dbl Blwr 2015,B2578SKF,Akseleran
,,,,,,,,,,,,Honda Crv 2.0 At 2007 Crv 2.0 At 2007 2007,F1541CC,Akseleran
,,,,,,,,,,,,Datsun Datsun Go+ Type T 2018,H1434JD,Modalku
,,,,,,,,,,,,Daihatsu Terios Ts At Mc 2013,B1650FOB,Modalku
,,,,,,,,,,,,Honda Hr-V 1.5 E Cvt 2015,BG1635ZU,Modalku
,,,,,,,,,,,,Proton Exora 1.6L Proton Exora 1.6L 2012,B2566BBB,Modalku
,,,,,,,,,,,,Toyota Avanza Veloz 1.3 At 2017,B1144PIH,Modalku
,,,,,,,,,,,,Toyota New Avanza E 1.3 Mt 2015,BA1548JP,Modalku
,,,,,,,,,,,,Honda Hr-V 1.5 E Cvt 2019,B2594SIW,Modalku
,,,,,,,,,,,,Daihatsu New Xenia 1.3R Mt Dlx 2012,B1272KOB,Modalku
,,,,,,,,,,,,Toyota Yaris 1.5 S Ltd At 2010,B1815WMM,Modalku
,,,,,,,,,,,,Suzuki Apv Gx Arena 1.5 M/T 2011,B1582UOF,Modalku
,,,,,,,,,,,,Honda New Jazz Rs 1.5 A/T 2011,B2075PBC,Modalku
,,,,,,,,,,,,Honda Crv Re1 2Wd 2.0Atckd 2013,D1781ABI,Modalku
,,,,,,,,,,,,Mazda Biante 2.0 At 2015,F1175CE,Modalku
,,,,,,,,,,,,Toyota Grand New Avanza G At 2016,B1522PYM,Modalku
,,,,,,,,,,,,Ford Focus 2.0L At S 2014,F1209RR,Modalku
,,,,,,,,,,,,Toyota Innova G A/T Diesel 2013,B1241KYG,Modalku
,,,,,,,,,,,,Toyota Rush S Vvti 1.5 M/T 2008,B2167PY,Modalku
,,,,,,,,,,,,Daihatsu Gran Max Mb 1.3 D Fh 2017,B1250PIQ,Modalku
,,,,,,,,,,,,Toyota Grand New Avanza 1.3G Mt 2017,B2837UFJ,Modalku
,,,,,,,,,,,,Nissan X-Trail X-Trail 2.5 St Cvt 2010 2010,B1467EYD,Modalku
,,,,,,,,,,,,Toyota Innova G A/T Bensin 2021,BP1358OG,Modalku
,,,,,,,,,,,,Toyota Alphard 3 2005,F1105MJ,Modalku
,,,,,,,,,,,,Suzuki Swift St 1.5 M/T 2010,M1185HV,Modalku
,,,,,,,,,,,,Toyota New Avanza G 1.3 Mt 2012,B1933SZL,Modalku
,,,,,,,,,,,,Toyota Calya 1.2 G 2019,L1814BAQ,Modalku
,,,,,,,,,,,,Honda Brio Satya E M/T 2021,W1618WR,Modalku
,,,,,,,,,,,,Daihatsu Grand New Xenia 1.3 R 2021,W1723AW,Modalku
,,,,,,,,,,,,Toyota Agya 1.0 E At 2014,B1303SIF,Akseleran
,,,,,,,,,,,,Honda City City Gm2 1.5 E M/T 2010,F1105LU,Modalku
,,,,,,,,,,,,Suzuki Ertiga Gl A/T 2017,B2557FYG,Modalku
,,,,,,,,,,,,Honda Jazz Ge8 S At 2012,B2380UBC,Modalku
,,,,,,,,,,,,"Honda Crv Re12Wd 2,0 Mtckd 2013",B2140KBD,Modalku
,,,,,,,,,,,,Toyota Agya 1.0 G Mt 2016,BM1248ZF,Modalku
,,,,,,,,,,,,Toyota Agya 1.2 G Trd 2020,A1368BP,Modalku
,,,,,,,,,,,,Toyota Grand New Avanza E Mt 2017,B2092KFH,Modalku
,,,,,,,,,,,,Honda Brv E Mt 2017,BG1323JT,Modalku
,,,,,,,,,,,,Mazda Cx 5 Grand Touring 2014,B1962SMJ,Modalku
,,,,,,,,,,,,Toyota Avanza Veloz 1.5 At 2017,B2505SOR,Akseleran
,,,,,,,,,,,,Toyota Innova E At 2013,Z1184AH,Modalku
,,,,,,,,,,,,Suzuki Ertiga Gx A/T 2013,B1878SRZ,Modalku
,,,,,,,,,,,,Daihatsu Ayla 1.2 R At 2019,B2347KMA,Akseleran
,,,,,,,,,,,,Toyota Agya 1.0 G At 2015,F1784BN,Modalku
,,,,,,,,,,,,Daihatsu Gran Max 1.3M/T D Std 2020,A1038RJ,Modalku
,,,,,,,,,,,,Toyota New Yaris 1.5Trd Spt 2014,B1037WUN,Modalku
,,,,,,,,,,,,Honda New Jazz Rs-Cvt 2015,BM1453ON,Modalku
,,,,,,,,,,,,Nissan Grand Livina Xv 1.5 A/T 2011,B1522BON,Modalku
,,,,,,,,,,,,Honda New Crv 2.4 At 2013,BD1384IQ,Akseleran
,,,,,,,,,,,,Toyota Innova G A/T Bensin 2008,B2247NBB,Akseleran
,,,,,,,,,,,,Daihatsu Terios Tx M/T 2011,B1874FFQ,Modalku
,,,,,,,,,,,,Toyota Grand New Avanza 1.3G Mt 2016,B1445EYK,Modalku
,,,,,,,,,,,,Suzuki Sx4 A/T 2012,B1213ZFH,Modalku
,,,,,,,,,,,,Daihatsu Sigra 1.0 M 2022,BM1083HF,Modalku
,,,,,,,,,,,,Toyota Avanza Veloz 1.5 At 2018,BP1023MO,Modalku
,,,,,,,,,,,,Honda City City Gm2 1.5 E Mt 2010,F1105LU,Modalku
,,,,,,,,,,,,Suzuki Karimun Gl 2017,AD1246SP,Modalku
,,,,,,,,,,,,Nissan March 1.2L At 2013,H1205UX,Modalku
,,,,,,,,,,,,Daihatsu Sigra 1.0 D Mt 2023,B2338UYC,Modalku
,,,,,,,,,,,,Suzuki Apv Ge M/T 2011,D1570XGY,Akseleran
,,,,,,,,,,,,Toyota Kijang Krista 2.0 Mt Bensin 2002,AA1595CE,Akseleran
,,,,,,,,,,,,Nissan Grand Livina 1.5 A/Tsv 2012,B1782KYS,Akseleran
,,,,,,,,,,,,Honda Brio Satya 1.2 E Cvt 2016,B1715JUO,BSS
,,,,,,,,,,,,Honda Brio E A/T 2015,B1526EOE,Modalku
,,,,,,,,,,,,Suzuki Ertiga Gl M/T 2017,B1753EOX,Modalku
,,,,,,,,,,,,Nissan Grand Livina 1.5 A/Tsv 2015,B1162UYQ,BSS
,,,,,,,,,,,,Honda New Jazz Rs 1.5 A/T 2013,A1412AB,Modalku
,,,,,,,,,,,,Daihatsu Sigra 1.0 M 2021,N1772GM,Modalku
,,,,,,,,,,,,Daihatsu Sigra 1.0 M 2022,W1197VU,Modalku
,,,,,,,,,,,,Toyota Avanza Veloz 1.5 At 2012,F1839HN,Modalku
,,,,,,,,,,,,Datsun Datsun Go+ Type T 2015,B2226TFK,Modalku
,,,,,,,,,,,,Daihatsu Grand New Xenia 1.3 R Dlx 2018,B1330VOF,Modalku
,,,,,,,,,,,,Datsun Datsun Go+ Type T 2014,B1854FOJ,Akseleran
,,,,,,,,,,,,Suzuki Swift St 1.5 M/T 2010,BK1882KC,Modalku
,,,,,,,,,,,,Daihatsu Ayla M Mt 2019,B2311KOM,Modalku
,,,,,,,,,,,,Daihatsu Minibus Xenia Li 1.0 Mt 2004,B8917KG,Modalku
,,,,,,,,,,,,Honda New Jazz S 1.5 A/T 2012,B2117JUG,Modalku
,,,,,,,,,,,,Mitsubishi Pajero Dakar 4X4 At 2022,B1642ASI,Modalku
,,,,,,,,,,,,Daihatsu Great New Xenia X Mt Dlx 2017,BP1241MD,Modalku
,,,,,,,,,,,,Toyota New Rush 1.5S At Trd 2019,B2202TID,Modalku
,,,,,,,,,,,,Daihatsu Luxio 1.5 X Mt 2021,T1752HK,Modalku
,,,,,,,,,,,,Honda Brio E A/T 2015,A1185WG,Modalku
,,,,,,,,,,,,Toyota Innova G A/T Bensin 2012,B1981SZG,Akseleran
,,,,,,,,,,,,Honda Mobilio E-Cvt 2016,B1016EYO,Modalku
,,,,,,,,,,,,Suzuki New Ertiga 1.4 Gx At 2018,B2071UGY,Modalku
,,,,,,,,,,,,Mazda Cx 5 Grand Touring 2014,B1689CH,Modalku
,,,,,,,,,,,,Toyota Vellfire 2.4 2008,B7700EB,Akseleran
,,,,,,,,,,,,Nissan Serena Highway2.0A/T 2013,B2396STD,Akseleran
,,,,,,,,,,,,Nissan Evalia 1.5 Xv At 2012,B1892BZR,Modalku
,,,,,,,,,,,,Toyota Jeep L.C Hdtp Lc 200 Full Spec At 2012,B2950PBD,Modalku
,,,,,,,,,,,,Toyota Hilux 2.4 G 4X4 Mt 2019,L9253BR,Akseleran
,,,,,,,,,,,,Toyota Avanza Veloz 1.5 At 2014,B1260URY,Modalku
,,,,,,,,,,,,Honda City 1.5 Idsi At Honda City Idsi At Honda City Idsi At 2007,F1233MY,Modalku
,,,,,,,,,,,,Honda Brio Satya 1.2 E Cvt 2019,H8554RW,Modalku
,,,,,,,,,,,,Mitsubishi Xpander 1.5 Spr At 2019,DD1307HO,Modalku
,,,,,,,,,,,,Mazda Mazda 2 R A/T 2012,B1198EUG,Modalku
,,,,,,,,,,,,Toyota Innova G A/T Diesel 2013,BK1922JH,Modalku
,,,,,,,,,,,,Mazda Cx 5 Grand Touring 2013,A1382YX,Modalku
,,,,,,,,,,,,Toyota Agya 1.0 E Mt 2013,F1321KA,Modalku
